Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
28.0,28.0,27.55,27.55,27.78,2400.0,2.0,66660.0,2400.0,100.0,0.45,-0.45
28.55,28.9,28.5,28.5,28.62,12000.0,5.0,343380.0,12000.0,100.0,0.4,-0.05
28.5,28.5,28.5,28.5,28.5,4800.0,3.0,136800.0,4800.0,100.0,0.0,0.0
28.2,28.2,26.9,27.5,27.83,37200.0,19.0,1035120.0,33600.0,90.32,1.3,-0.7
27.05,27.75,27.05,27.75,27.25,6000.0,4.0,163500.0,4800.0,80.0,0.7,0.7
27.5,28.0,27.5,28.0,27.89,12000.0,7.0,334680.0,10800.0,90.0,0.5,0.5
28.0,28.0,27.0,28.0,27.9,38400.0,15.0,1071540.0,38400.0,100.0,1.0,0.0
27.6,27.6,27.5,27.5,27.55,2400.0,2.0,66120.0,2400.0,100.0,0.1,-0.1
27.2,27.95,27.2,27.95,27.45,3600.0,3.0,98820.0,2400.0,66.67,0.75,0.75
27.5,28.0,27.0,28.0,27.42,15600.0,5.0,427800.0,9600.0,61.54,1.0,0.5
28.0,28.0,27.65,27.65,27.99,52800.0,3.0,1477980.0,51600.0,97.73,0.35,-0.35
28.25,28.25,28.25,28.25,28.25,1200.0,1.0,33900.0,1200.0,100.0,0.0,0.0
28.2,28.4,27.0,27.95,27.97,8400.0,4.0,234960.0,7200.0,85.71,1.4,-0.25
27.0,27.0,26.05,26.4,26.67,14400.0,9.0,384060.0,13200.0,91.67,0.95,-0.6
26.15,27.0,26.15,27.0,26.58,2400.0,2.0,63780.0,1200.0,50.0,0.85,0.85
26.6,26.6,26.55,26.55,26.58,2400.0,2.0,63780.0,2400.0,100.0,0.05,-0.05
26.55,26.8,26.05,26.05,26.29,7200.0,6.0,189300.0,6000.0,83.33,0.75,-0.5
26.8,27.75,26.8,27.55,27.42,10800.0,6.0,296100.0,10800.0,100.0,0.95,0.75
27.95,27.95,27.75,27.9,27.87,3600.0,3.0,100320.0,3600.0,100.0,0.2,-0.05
28.0,28.0,27.0,27.0,27.19,14400.0,8.0,391500.0,13200.0,91.67,1.0,-1.0
27.9,27.9,25.25,26.3,26.32,32400.0,24.0,852720.0,19200.0,59.26,2.65,-1.6
26.6,27.75,26.6,27.3,27.14,10800.0,7.0,293100.0,10800.0,100.0,1.15,0.7
27.7,27.9,27.3,27.9,27.7,8400.0,7.0,232680.0,8400.0,100.0,0.6,0.2
27.9,27.9,26.9,26.9,27.57,3600.0,3.0,99240.0,3600.0,100.0,1.0,-1.0
26.9,26.9,26.6,26.7,26.77,6000.0,5.0,160620.0,6000.0,100.0,0.3,-0.2
27.85,27.85,26.85,26.85,27.54,8400.0,7.0,231300.0,7200.0,85.71,1.0,-1.0
27.45,27.5,26.9,26.9,27.28,3600.0,3.0,98220.0,2400.0,66.67,0.6,-0.55
27.55,27.6,26.9,26.9,27.27,8400.0,7.0,229080.0,7200.0,85.71,0.7,-0.65
27.2,27.35,26.85,26.85,26.92,18000.0,12.0,484560.0,18000.0,100.0,0.5,-0.35
27.65,28.1,27.0,28.0,27.71,21600.0,18.0,598560.0,18000.0,83.33,1.1,0.35
28.0,28.05,28.0,28.0,28.02,3600.0,3.0,100860.0,3600.0,100.0,0.05,0.0
28.7,30.85,27.85,29.5,29.2,32400.0,23.0,946020.0,24000.0,74.07,3.0,0.8
30.15,30.15,29.15,29.95,29.83,6000.0,5.0,178980.0,4800.0,80.0,1.0,-0.2
28.65,29.8,28.65,29.4,29.4,3600.0,3.0,105840.0,2400.0,66.67,1.15,0.75
30.0,30.0,29.0,29.0,29.63,7200.0,6.0,213300.0,7200.0,100.0,1.0,-1.0
28.9,29.95,28.2,28.9,28.92,18000.0,15.0,520500.0,13200.0,73.33,1.75,0.0
29.95,29.95,28.1,28.15,29.01,13200.0,10.0,382980.0,13200.0,100.0,1.85,-1.8
28.15,28.15,27.3,27.5,27.55,15600.0,12.0,429780.0,15600.0,100.0,0.85,-0.65
26.5,27.5,26.5,26.85,26.95,3600.0,3.0,97020.0,2400.0,66.67,1.0,0.35
28.45,28.45,27.05,27.05,27.91,4800.0,4.0,133980.0,3600.0,75.0,1.4,-1.4
22.65,28.9,22.65,27.0,26.1,6000.0,5.0,156600.0,3600.0,60.0,6.25,4.35
27.0,27.0,27.0,27.0,27.0,3600.0,3.0,97200.0,3600.0,100.0,0.0,0.0
26.8,28.5,26.3,27.0,27.2,26400.0,16.0,717960.0,16800.0,63.64,2.2,0.2
27.0,27.5,26.7,27.0,27.01,10800.0,9.0,291660.0,10800.0,100.0,0.8,0.0
26.5,26.5,26.5,26.5,26.5,1200.0,1.0,31800.0,1200.0,100.0,0.0,0.0
26.5,26.5,26.5,26.5,26.5,1200.0,1.0,31800.0,1200.0,100.0,0.0,0.0
26.5,26.5,26.5,26.5,26.5,1200.0,1.0,31800.0,1200.0,100.0,0.0,0.0
25.75,26.8,25.75,26.3,26.29,4800.0,4.0,126180.0,4800.0,100.0,1.05,0.55
25.75,26.95,25.75,25.8,26.51,9600.0,6.0,254460.0,7200.0,75.0,1.2,0.05
25.8,26.6,25.35,26.05,26.03,6000.0,5.0,156180.0,4800.0,80.0,1.25,0.25
26.8,26.8,26.8,26.8,26.8,1200.0,1.0,32160.0,1200.0,100.0,0.0,0.0
26.8,27.75,26.7,27.5,27.38,33600.0,11.0,919920.0,31200.0,92.86,1.05,0.7
26.0,27.5,25.5,26.75,26.3,37200.0,31.0,978420.0,26400.0,70.97,2.0,0.75
27.45,27.5,25.0,27.1,25.23,878400.0,174.0,22159680.0,760800.0,86.61,2.5,-0.35
25.9,27.2,25.25,25.45,26.1,38400.0,31.0,1002180.0,30000.0,78.12,1.95,-0.45
25.0,28.0,25.0,26.8,26.8,56400.0,29.0,1511400.0,43200.0,76.6,3.0,1.8
28.0,31.0,28.0,30.55,30.23,51600.0,33.0,1559700.0,49200.0,95.35,3.0,2.55
31.0,33.4,31.0,33.0,32.18,50400.0,29.0,1622040.0,45600.0,90.48,2.4,2.0
33.85,33.85,30.5,31.65,31.58,146400.0,17.0,4624020.0,138000.0,94.26,3.35,-2.2
31.2,33.1,31.15,32.45,31.49,98400.0,29.0,3098820.0,93600.0,95.12,1.95,1.25
32.45,32.45,31.15,31.15,31.23,117600.0,32.0,3672900.0,96000.0,81.63,1.3,-1.3
32.1,36.0,32.05,35.6,34.42,72000.0,46.0,2478000.0,67200.0,93.33,3.95,3.5
36.5,36.5,35.0,35.15,35.96,22800.0,17.0,819780.0,18000.0,78.95,1.5,-1.35
35.5,35.95,32.0,32.6,32.53,110400.0,40.0,3591360.0,92400.0,83.7,3.95,-2.9
31.65,37.5,31.5,36.45,34.85,45600.0,30.0,1588980.0,38400.0,84.21,6.0,4.8
36.1,37.35,33.75,33.95,34.69,33600.0,16.0,1165500.0,30000.0,89.29,3.6,-2.15
34.05,36.9,34.05,34.2,35.05,67200.0,23.0,2355180.0,63600.0,94.64,2.85,0.15
34.55,37.9,34.2,36.85,36.38,153600.0,74.0,5588040.0,99600.0,64.84,3.7,2.3
36.4,38.0,34.7,35.1,35.78,121200.0,53.0,4336980.0,103200.0,85.15,3.3,-1.3
34.9,36.15,33.75,35.6,34.66,151200.0,30.0,5241300.0,102000.0,67.46,2.4,0.7
34.5,34.5,34.5,34.5,34.5,7200.0,1.0,248400.0,7200.0,100.0,0.0,0.0
34.25,37.0,33.5,35.55,34.53,85200.0,31.0,2942280.0,80400.0,94.37,3.5,1.3
36.6,36.6,33.7,34.7,35.54,40800.0,18.0,1449900.0,31200.0,76.47,2.9,-1.9
36.5,36.5,34.4,34.4,35.98,6000.0,3.0,215880.0,6000.0,100.0,2.1,-2.1
34.5,35.5,33.25,35.35,34.78,39600.0,15.0,1377180.0,36000.0,90.91,2.25,0.85
33.65,35.75,33.65,35.75,34.88,9600.0,6.0,334860.0,3600.0,37.5,2.1,2.1
34.5,35.15,34.5,35.15,34.83,4800.0,4.0,167160.0,3600.0,75.0,0.65,0.65
35.95,37.0,35.15,36.2,36.27,37200.0,26.0,1349220.0,31200.0,83.87,1.85,0.25
38.0,39.5,37.5,39.45,39.13,150000.0,95.0,5869320.0,129600.0,86.4,2.0,1.45
38.0,39.9,38.0,39.5,39.39,33600.0,27.0,1323480.0,24000.0,71.43,1.9,1.5
39.5,39.5,37.85,37.95,38.35,7200.0,6.0,276120.0,4800.0,66.67,1.65,-1.55
37.6,39.45,37.6,39.45,38.93,8400.0,7.0,327000.0,7200.0,85.71,1.85,1.85
39.8,40.95,33.05,36.6,37.96,22800.0,19.0,865440.0,14400.0,63.16,7.9,-3.2
38.85,38.85,36.0,36.0,36.31,54000.0,18.0,1960920.0,50400.0,93.33,2.85,-2.85
35.05,37.7,35.05,37.0,36.58,3600.0,3.0,131700.0,3600.0,100.0,2.65,1.95
37.25,37.25,37.25,37.25,37.25,2400.0,2.0,89400.0,2400.0,100.0,0.0,0.0
35.0,37.15,35.0,36.9,36.59,7200.0,5.0,263460.0,6000.0,83.33,2.15,1.9
35.3,35.5,35.3,35.5,35.49,24000.0,3.0,851760.0,24000.0,100.0,0.2,0.2
35.25,37.0,34.15,34.55,34.8,50400.0,21.0,1754040.0,40800.0,80.95,2.85,-0.7
35.95,39.0,35.0,35.4,35.93,103200.0,29.0,3707580.0,87600.0,84.88,4.0,-0.55
37.4,39.0,36.0,37.2,37.99,76800.0,34.0,2917680.0,45600.0,59.38,3.0,-0.2
39.0,39.95,37.7,38.4,38.92,10800.0,9.0,420360.0,7200.0,66.67,2.25,-0.6
36.75,40.85,36.25,39.85,39.12,44400.0,33.0,1736880.0,38400.0,86.49,4.6,3.1
38.5,40.0,38.0,38.25,38.76,45600.0,36.0,1767480.0,30000.0,65.79,2.0,-0.25
38.0,40.0,38.0,38.8,39.12,112800.0,27.0,4413180.0,100800.0,89.36,2.0,0.8
37.9,39.75,37.0,39.75,37.29,30000.0,7.0,1118640.0,28800.0,96.0,2.75,1.85
39.0,39.25,39.0,39.25,39.18,4800.0,4.0,188040.0,4800.0,100.0,0.25,0.25
39.9,39.9,37.55,37.55,38.91,10800.0,9.0,420180.0,7200.0,66.67,2.35,-2.35
36.4,36.4,36.3,36.3,36.35,2400.0,2.0,87240.0,2400.0,100.0,0.1,-0.1
37.65,37.65,34.75,37.2,36.53,3600.0,3.0,131520.0,3600.0,100.0,2.9,-0.45
35.5,36.0,35.5,36.0,35.75,2400.0,2.0,85800.0,1200.0,50.0,0.5,0.5
36.0,38.6,36.0,36.1,36.76,16800.0,9.0,617640.0,10800.0,64.29,2.6,0.1
34.15,35.75,34.15,35.35,35.08,3600.0,3.0,126300.0,1200.0,33.33,1.6,1.2
36.0,36.0,36.0,36.0,36.0,2400.0,2.0,86400.0,2400.0,100.0,0.0,0.0
36.5,42.9,34.75,39.25,39.6,74400.0,49.0,2946120.0,43200.0,58.06,8.15,2.75
38.0,38.0,36.2,37.8,37.43,18000.0,12.0,673800.0,15600.0,86.67,1.8,-0.2
37.0,38.85,34.65,34.9,35.37,98400.0,57.0,3480240.0,79200.0,80.49,4.2,-2.1
34.65,35.5,33.25,34.1,34.43,14400.0,12.0,495780.0,10800.0,75.0,2.25,-0.55
34.0,34.0,33.1,33.1,33.55,2400.0,2.0,80520.0,2400.0,100.0,0.9,-0.9
33.0,34.5,33.0,34.5,33.75,2400.0,2.0,81000.0,2400.0,100.0,1.5,1.5
32.4,34.95,31.5,34.95,32.98,10800.0,9.0,356220.0,8400.0,77.78,3.45,2.55
32.35,36.75,32.35,35.85,35.36,8400.0,7.0,297060.0,7200.0,85.71,4.4,3.5
33.9,37.7,33.5,36.85,36.22,33600.0,25.0,1216980.0,30000.0,89.29,4.2,2.95
35.15,35.15,35.15,35.15,35.15,1200.0,1.0,42180.0,1200.0,100.0,0.0,0.0
34.9,35.0,34.35,34.35,34.82,21600.0,11.0,752100.0,19200.0,88.89,0.65,-0.55
34.0,34.0,32.0,32.8,32.39,54000.0,25.0,1749300.0,37200.0,68.89,2.0,-1.2
32.1,32.1,32.1,32.1,32.1,1200.0,1.0,38520.0,1200.0,100.0,0.0,0.0
34.85,34.85,34.85,34.85,34.85,1200.0,1.0,41820.0,1200.0,100.0,0.0,0.0
31.15,33.25,31.15,33.05,31.57,16800.0,6.0,530340.0,13200.0,78.57,2.1,1.9
30.25,32.55,30.25,32.55,31.4,4800.0,2.0,150720.0,4800.0,100.0,2.3,2.3
31.05,31.05,31.0,31.0,31.01,9600.0,4.0,297660.0,9600.0,100.0,0.05,-0.05
32.0,32.55,32.0,32.55,32.28,2400.0,2.0,77460.0,2400.0,100.0,0.55,0.55
32.4,32.4,32.4,32.4,32.4,1200.0,1.0,38880.0,1200.0,100.0,0.0,0.0
33.1,33.1,32.0,32.0,32.37,3600.0,2.0,116520.0,3600.0,100.0,1.1,-1.1
28.75,28.75,28.75,28.75,28.75,1200.0,1.0,34500.0,1200.0,100.0,0.0,0.0
32.9,32.9,32.9,32.9,32.9,1200.0,1.0,39480.0,1200.0,100.0,0.0,0.0
33.95,36.35,33.95,35.0,35.44,21600.0,16.0,765420.0,13200.0,61.11,2.4,1.05
36.6,36.6,31.75,32.25,32.83,60000.0,21.0,1969560.0,56400.0,94.0,4.85,-4.35
33.25,33.25,31.75,32.95,32.7,7200.0,6.0,235440.0,6000.0,83.33,1.5,-0.3
33.7,33.7,33.7,33.7,33.7,1200.0,1.0,40440.0,1200.0,100.0,0.0,0.0
32.05,32.05,32.0,32.0,32.0,45600.0,19.0,1459320.0,45600.0,100.0,0.05,-0.05
30.05,31.0,30.05,30.75,30.59,10800.0,6.0,330360.0,10800.0,100.0,0.95,0.7
30.5,30.5,30.5,30.5,30.5,6000.0,3.0,183000.0,6000.0,100.0,0.0,0.0
30.0,31.7,29.75,30.5,30.44,19200.0,9.0,584400.0,18000.0,93.75,1.95,0.5
30.5,30.5,30.5,30.5,30.5,2400.0,1.0,73200.0,2400.0,100.0,0.0,0.0
31.35,32.5,31.35,32.0,31.53,87600.0,13.0,2762040.0,72000.0,82.19,1.15,0.65
33.9,33.9,33.25,33.3,33.44,4800.0,4.0,160500.0,4800.0,100.0,0.65,-0.6
32.0,32.9,32.0,32.9,32.77,8400.0,5.0,275280.0,8400.0,100.0,0.9,0.9
30.7,32.05,30.65,31.95,31.34,4800.0,4.0,150420.0,2400.0,50.0,1.4,1.25
32.0,34.5,32.0,33.85,33.13,37200.0,24.0,1232400.0,32400.0,87.1,2.5,1.85
35.5,35.5,32.45,32.45,32.72,80400.0,44.0,2630880.0,74400.0,92.54,3.05,-3.05
32.5,32.5,32.0,32.1,32.39,22800.0,17.0,738540.0,22800.0,100.0,0.5,-0.4
32.2,32.2,30.8,31.3,31.6,3600.0,3.0,113760.0,3600.0,100.0,1.4,-0.9
30.6,32.3,30.6,32.0,31.48,6000.0,5.0,188880.0,3600.0,60.0,1.7,1.4
32.9,37.9,32.4,37.3,35.72,114000.0,56.0,4072620.0,68400.0,60.0,5.5,4.4
33.1,37.2,33.1,35.9,35.42,25200.0,21.0,892560.0,21600.0,85.71,4.1,2.8
37.45,38.2,36.55,37.0,37.36,46800.0,35.0,1748280.0,34800.0,74.36,1.65,-0.45
36.95,36.95,33.9,34.4,34.73,20400.0,15.0,708480.0,13200.0,64.71,3.05,-2.55
35.0,35.0,34.35,34.6,34.76,33600.0,25.0,1167960.0,28800.0,85.71,0.65,-0.4
34.95,34.95,34.95,34.95,34.95,1200.0,1.0,41940.0,1200.0,100.0,0.0,0.0
33.45,34.55,33.2,34.55,33.72,18000.0,7.0,607020.0,16800.0,93.33,1.35,1.1
33.75,33.75,33.75,33.75,33.75,12000.0,2.0,405000.0,12000.0,100.0,0.0,0.0
33.3,34.0,33.3,33.5,33.69,4800.0,4.0,161700.0,3600.0,75.0,0.7,0.2
33.5,33.5,33.0,33.0,33.23,3600.0,3.0,119640.0,3600.0,100.0,0.5,-0.5
33.0,33.0,32.8,32.8,32.87,3600.0,3.0,118320.0,3600.0,100.0,0.2,-0.2
32.55,32.55,31.95,32.0,32.03,34800.0,16.0,1114800.0,32400.0,93.1,0.6,-0.55
33.0,33.7,33.0,33.7,33.35,2400.0,2.0,80040.0,2400.0,100.0,0.7,0.7
33.8,33.8,33.8,33.8,33.8,1200.0,1.0,40560.0,1200.0,100.0,0.0,0.0
33.5,34.25,33.5,34.25,33.93,10800.0,7.0,366420.0,10800.0,100.0,0.75,0.75
31.75,31.75,31.75,31.75,31.75,1200.0,1.0,38100.0,1200.0,100.0,0.0,0.0
34.0,34.0,34.0,34.0,34.0,2400.0,2.0,81600.0,2400.0,100.0,0.0,0.0
32.0,32.0,32.0,32.0,32.0,1200.0,1.0,38400.0,1200.0,100.0,0.0,0.0
32.0,34.75,32.0,33.8,33.55,21600.0,11.0,724620.0,19200.0,88.89,2.75,1.8
33.0,34.75,32.7,32.7,34.05,12000.0,10.0,408540.0,10800.0,90.0,2.05,-0.3
32.55,33.95,32.55,33.0,32.9,15600.0,6.0,513240.0,14400.0,92.31,1.4,0.45
33.7,33.9,32.0,32.05,32.48,14400.0,12.0,467640.0,12000.0,83.33,1.9,-1.65
32.0,32.85,32.0,32.85,32.43,2400.0,2.0,77820.0,1200.0,50.0,0.85,0.85
32.85,32.9,31.6,32.0,32.11,10800.0,9.0,346740.0,9600.0,88.89,1.3,-0.85
32.0,32.5,30.5,31.4,31.18,72000.0,42.0,2244660.0,50400.0,70.0,2.0,-0.6
31.0,32.2,31.0,32.2,31.84,4800.0,4.0,152820.0,3600.0,75.0,1.2,1.2
32.0,32.0,31.5,31.6,31.68,4800.0,3.0,152040.0,4800.0,100.0,0.5,-0.4
32.0,32.0,31.55,31.95,31.88,4800.0,4.0,153000.0,4800.0,100.0,0.45,-0.05
31.05,31.05,31.0,31.0,31.02,6000.0,5.0,186120.0,6000.0,100.0,0.05,-0.05
30.25,30.25,30.25,30.25,30.25,1200.0,1.0,36300.0,1200.0,100.0,0.0,0.0
31.0,31.0,30.0,30.0,30.19,14400.0,10.0,434700.0,13200.0,91.67,1.0,-1.0
30.05,30.05,30.0,30.0,30.02,3600.0,2.0,108060.0,3600.0,100.0,0.05,-0.05
31.0,31.6,29.3,29.6,30.58,16800.0,14.0,513660.0,12000.0,71.43,2.3,-1.4
29.3,30.5,28.75,30.2,30.03,16800.0,9.0,504420.0,15600.0,92.86,1.75,0.9
31.4,32.0,30.0,30.05,31.28,31200.0,21.0,975840.0,27600.0,88.46,2.0,-1.35
31.55,31.55,31.0,31.0,31.28,2400.0,2.0,75060.0,2400.0,100.0,0.55,-0.55
29.8,31.2,29.8,30.0,30.34,10800.0,5.0,327660.0,8400.0,77.78,1.4,0.2
32.3,35.8,31.25,33.75,33.24,52800.0,34.0,1755180.0,49200.0,93.18,4.55,1.45
33.35,35.0,32.4,32.4,33.94,13200.0,10.0,448020.0,12000.0,90.91,2.6,-0.95
32.85,33.0,32.85,33.0,32.96,4800.0,4.0,158220.0,4800.0,100.0,0.15,0.15
34.0,34.0,33.25,33.9,33.62,15600.0,7.0,524520.0,14400.0,92.31,0.75,-0.1
34.4,34.7,32.2,34.25,34.1,14400.0,9.0,491100.0,13200.0,91.67,2.5,-0.15
34.9,39.0,33.5,37.85,37.0,129600.0,70.0,4794960.0,120000.0,92.59,5.5,2.95
40.0,41.4,39.1,40.35,40.48,48000.0,34.0,1943100.0,40800.0,85.0,2.3,0.35
40.6,41.2,38.05,38.05,39.98,7200.0,6.0,287820.0,6000.0,83.33,3.15,-2.55
37.55,43.0,36.0,40.0,40.42,184800.0,94.0,7469340.0,166800.0,90.26,7.0,2.45
40.0,42.9,38.9,40.0,40.15,100800.0,44.0,4047180.0,94800.0,94.05,4.0,0.0
41.9,42.5,40.75,41.6,41.97,10800.0,9.0,453300.0,7200.0,66.67,1.75,-0.3
42.0,46.4,41.9,46.2,44.4,97200.0,56.0,4315800.0,87600.0,90.12,4.5,4.2
47.9,51.0,47.25,50.5,49.74,94800.0,71.0,4715580.0,73200.0,77.22,3.75,2.6
50.0,51.0,46.0,47.4,48.56,57600.0,40.0,2796840.0,46800.0,81.25,5.0,-2.6
46.0,46.0,45.0,45.2,45.46,13200.0,11.0,600120.0,13200.0,100.0,1.0,-0.8
47.0,48.5,46.0,47.75,47.5,22800.0,18.0,1083000.0,18000.0,78.95,2.5,0.75
45.75,48.5,45.75,47.1,47.49,70800.0,36.0,3362400.0,63600.0,89.83,2.75,1.35
47.1,48.95,47.1,48.5,47.93,64800.0,29.0,3105960.0,55200.0,85.19,1.85,1.4
47.5,48.95,46.75,47.9,47.81,45600.0,23.0,2180160.0,37200.0,81.58,2.2,0.4
47.0,47.0,46.5,47.0,46.83,3600.0,3.0,168600.0,3600.0,100.0,0.5,0.0
46.1,47.0,45.5,47.0,46.14,8400.0,7.0,387600.0,7200.0,85.71,1.5,0.9
47.0,47.0,45.25,45.65,46.04,8400.0,7.0,386700.0,7200.0,85.71,1.75,-1.35
46.0,46.75,45.5,45.55,46.12,13200.0,10.0,608820.0,10800.0,81.82,1.25,-0.45
46.95,47.5,45.65,47.3,46.11,68400.0,14.0,3153960.0,67200.0,98.25,1.85,0.35
47.0,47.0,44.25,45.0,45.59,34800.0,23.0,1586700.0,26400.0,75.86,2.75,-2.0
44.9,45.0,41.8,44.4,43.34,39600.0,29.0,1716300.0,22800.0,57.58,3.2,-0.5
42.9,42.9,42.0,42.0,42.38,9600.0,8.0,406800.0,7200.0,75.0,0.9,-0.9
38.25,41.7,38.25,40.95,40.16,8400.0,7.0,337320.0,4800.0,57.14,3.45,2.7
42.85,42.85,42.0,42.0,42.43,2400.0,2.0,101820.0,1200.0,50.0,0.85,-0.85
43.0,43.0,40.0,40.1,40.8,6000.0,5.0,244800.0,4800.0,80.0,3.0,-2.9
40.0,40.0,39.7,39.85,39.85,2400.0,2.0,95640.0,2400.0,100.0,0.3,-0.15
37.8,39.9,37.5,38.0,38.18,15600.0,13.0,595680.0,14400.0,92.31,2.4,0.2
39.4,40.3,38.0,38.0,39.1,12000.0,10.0,469140.0,9600.0,80.0,2.3,-1.4
39.5,39.6,36.7,36.85,37.76,10800.0,9.0,407760.0,7200.0,66.67,2.9,-2.65
36.1,36.8,36.0,36.8,36.18,7200.0,6.0,260520.0,6000.0,83.33,0.8,0.7
37.5,38.0,36.85,37.1,37.39,9600.0,8.0,358920.0,8400.0,87.5,1.15,-0.4
39.0,40.0,38.7,39.7,39.51,19200.0,13.0,758580.0,18000.0,93.75,1.3,0.7
39.75,40.0,39.7,39.7,39.79,4800.0,4.0,190980.0,3600.0,75.0,0.3,-0.05
41.0,41.0,40.0,40.6,40.68,6000.0,4.0,244080.0,6000.0,100.0,1.0,-0.4
42.0,42.0,40.6,40.6,40.99,4800.0,4.0,196740.0,4800.0,100.0,1.4,-1.4
40.1,40.1,39.0,39.0,39.45,8400.0,6.0,331380.0,8400.0,100.0,1.1,-1.1
